X,Y,id_1,match_addr,ein,name,ico,street,city_1,state,zip,group_,subsection,affiliatio,classifica,ruling,deductibil,foundation,activity,organizati,status_1,tax_period,asset_cd,income_cd,filing_req,pf_filing_,acct_pd,asset_amt,income_amt,revenue_am,code,zip5,zip4,eco,lat,long,descriptio,category
-84.3918,33.8049,875048,14 Palisades Rd NE+ Atlanta+ Georgia+ 30309,203018090,SALTWATERU INC,% RICK MAHATHIRATH,14 PALISADES RD NE,ATLANTA,GA,30309-1541,0,3,3,2000,200603,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,C30,30309,1541,1,33.8049,-84.3918,Natural Resources Conservation & Protection,environment
-84.3891,33.7947,875049,1440 Spring St NW+ Atlanta+ Georgia+ 30309,203831519,PATTY HERTZ REID FOUNDATION INC,% PATRICIA H REID,1440 SPRING ST NW,ATLANTA,GA,30309-2832,0,3,3,1000,200702,1,17,0,1,1,201406,4,4,1,0,6,322692,106287,106287,T11,30309,2832,,33.7947,-84.3891,Single Organization Support,philanthropy
-84.4082,33.7366,875050,675 Metropolitan Pkwy SW+ Atlanta+ Georgia+ 30310,204429875,ATLANTA PRINTMAKERS STUDIO INC,% KATHY GARROU EXEC DIRECTOR,675 METROPOLITAN PKWY SW STE 6026,ATLANTA,GA,30310-2082,0,3,3,1000,200612,1,15,0,1,1,201406,3,4,1,0,6,60669,102746,99238,B990,30310,2082,,33.7366,-84.4082,,
-84.3892,33.7846,875051,1100 Spring St NW+ Atlanta+ Georgia+ 30309,202424773,SHOULBERG FAMILY FOUNDATION INC,% RONALD J STEIN,1100 SPRING STREET NW,ATLANTA,GA,30309-2846,0,3,3,1000,200505,1,4,0,1,1,201412,1,2,0,1,12,2797,18000,,T20,30309,2846,,33.7846,-84.3892,Private Grantmaking Foundations,philanthropy
-84.4412,33.7475,875052,1680 Westview Dr SW+ Atlanta+ Georgia+ 30310,237216299,WESTVIEW CEMETERY IRREVOCABLE PERPETUAL CARE TRUST FUND TWO,,1680 WESTVIEW DR SW,ATLANTA,GA,30310-1231,0,13,3,2000,197206,1,0,901000000,2,1,201409,7,7,1,0,9,5389630,5897790,2567580,,30310,1231,,33.7475,-84.4412,,
-84.4472,33.7253,875053,1099 Cascade Rd SW+ Atlanta+ Georgia+ 30311,205053817,APEC FAMILY FOUNDATION FUND INC,% ANGELIQUE DUTCH,1099 CASCADE RD SW,ATLANTA,GA,30311-2813,0,3,3,1000,201111,1,15,0,1,1,201212,0,0,2,0,12,0,0,0,T30,30311,2813,,33.7253,-84.4472,Public Foundations,philanthropy
-84.3892,33.7846,875054,1100 Spring St NW+ Atlanta+ Georgia+ 30309,202424943,STEPHEN SCOTT SELIG FAMILY FOUNDATION INC,% RONALD J STEIN,1100 SPRING STREET NW,ATLANTA,GA,30309-2846,0,3,3,1000,200506,1,4,0,1,1,201412,1,2,0,1,12,2238,18000,,T22,30309,2846,,33.7846,-84.3892,Private Independent Foundations,philanthropy
-84.4389,33.7319,875055,859 Cascade Rd SW+ Atlanta+ Georgia+ 30311,203016966,HEART COALITION INC,% VINCENT VANDIEGRIFF,859 CASCADE RD SW,ATLANTA,GA,30311-2662,0,3,3,1200,200508,1,15,0,0,1,201506,1,1,2,0,6,5889,3700,3700,E70,30311,2662,,33.7319,-84.4389,Public Health,healthcare
-84.3892,33.7846,875056,1100 Spring St NW+ Atlanta+ Georgia+ 30309,202424890,SLS FAMILY FOUNDATION INC,% RONALD J STEIN,1100 SPRING STREET NW,ATLANTA,GA,30309-2846,0,3,3,1000,200505,1,4,0,1,1,201412,2,1,0,1,12,23379,1,,T22,30309,2846,,33.7846,-84.3892,Private Independent Foundations,philanthropy
-84.3745,33.7918,875057,2 The Prado NE+ Atlanta+ Georgia+ 30309,222602863,LUTHER AND CLAIRE GRIFFITH FOUNDATION,,2 THE PRADO NE UNIT 2,ATLANTA,GA,30309-3367,0,3,3,3000,198505,1,4,922602000,2,1,201412,5,5,0,1,12,670425,507079,,,30309,3367,,33.7918,-84.3745,,
-84.3892,33.7846,875058,1100 Spring St NW+ Atlanta+ Georgia+ 30309,202424529,STEPHANIE AND BLAKE SELIG FOUNDATION INC,% RONALD J STEIN,1100 SPRING STREET NW,ATLANTA,GA,30309-2846,0,3,3,1000,200506,1,4,0,1,1,201412,2,2,0,1,12,15116,18000,,T22,30309,2846,,33.7846,-84.3892,Private Independent Foundations,philanthropy
-84.3892,33.7846,875059,1100 Spring St NW+ Atlanta+ Georgia+ 30309,202432829,LINDA W SELIG FOUNDATION INC,% RONALD J STEIN,1100 SPRING STREET NW,ATLANTA,GA,30309-2846,0,3,3,1000,200506,1,4,0,1,1,201412,1,1,0,1,12,546,1,,T22,30309,2846,,33.7846,-84.3892,Private Independent Foundations,philanthropy
-84.3878,33.794,875060,1438 W Peachtree St NW+ Atlanta+ Georgia+ 30309,231365979,LYRASIS,,1438 W PEACHTREE ST NW,ATLANTA,GA,30309-2955,0,3,3,1200,193703,1,16,59000000,1,1,201506,8,9,1,0,6,29194100,81970200,74925600,B70C,30309,2955,,33.794,-84.3878,,
-84.3833,33.7839,875061,1075 Peachtree St NE+ Atlanta+ Georgia+ 30309,203431520,FISHER & PHILLIPS FOUNDATION,% MARK F NOONAN,1075 PEACHTREE ST NE STE 3500,ATLANTA,GA,30309-3900,0,3,3,1000,200511,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,T20,30309,3900,,33.7839,-84.3833,Private Grantmaking Foundations,philanthropy
-84.383,33.7845,875062,1100 Peachtree St NE+ Atlanta+ Georgia+ 30309,203098434,IMPACT FRANCE INC,,1100 PEACHTREE ST NE STE 200,ATLANTA,GA,30309-4503,0,3,3,7000,200610,1,15,0,1,1,201412,3,5,1,0,12,79380,796630,796630,T31,30309,4503,,33.7845,-84.383,Community Foundations,philanthropy
-84.4182,33.7548,875063,931 Martin Luther King Jr Dr NW+ Atlanta+ Georgia+ 30314,237259350,ATLANTA BUSINESS LEAGUE FOUNDATION INC,,931 MARTIN LUTHER KING DRIVE SW,ATLANTA,GA,30314-0000,0,3,3,2000,197212,1,15,405000000,1,1,201312,3,3,1,0,12,25285,51581,51581,,30314,0,,33.7548,-84.4182,,
-84.383,33.7845,875064,1100 Peachtree St NE+ Atlanta+ Georgia+ 30309,204036923,GEORGIA APPLESEED INC,% KILPATRICK STOCKTON LLP,1100 PEACHTREE ST NE STE 2800,ATLANTA,GA,30309-4528,0,3,3,1000,200612,1,15,0,1,1,201406,4,5,1,0,6,272372,783427,745953,R990,30309,4528,,33.7845,-84.383,,
-84.3892,33.804,875065,50 Woodcrest Ave NE+ Atlanta+ Georgia+ 30309,205855797,KING-WHITE FAMILY FOUNDATION INC,% MICHAEL WHITE,50 WOODCREST AVE NE,ATLANTA,GA,30309-1525,0,3,3,1000,200707,1,4,0,1,1,201412,6,6,0,1,12,2386580,1452320,,T22,30309,1525,,33.804,-84.3892,Private Independent Foundations,philanthropy
-84.3921,33.8051,875066,4 Montclair Dr NE+ Atlanta+ Georgia+ 30309,204740481,GAEA EDUCATIONAL FOUNDATION INC,% CHET BURGESS,4 MONTCLAIR DR NE,ATLANTA,GA,30309-1527,0,3,3,1000,200606,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B82,30309,1527,,33.8051,-84.3921,Scholarships & Student Financial Aid,elementary_secondary_schools
-84.3872,33.7808,875067,10 Peachtree Pl NE+ Atlanta+ Georgia+ 30309,237015688,ATLANTA LEADERSHIP DEVELOPMENT FOUNDATION INC,,10 PEACHTREE PL NE STE 620,ATLANTA,GA,30309-4506,0,3,3,2000,196906,1,16,59000000,1,1,201405,6,6,1,0,5,3009670,3163130,1685460,,30309,4506,,33.7808,-84.3872,,
-84.3784,33.7783,875068,877 Penn Ave NE+ Atlanta+ Georgia+ 30309,232785656,SCRAP PERFORMANCE GROUP,,877 PENN AVE NE,ATLANTA,GA,30309-4228,0,3,3,2000,199508,1,15,994090000,1,1,201412,0,0,2,0,12,0,0,0,A620,30309,4228,,33.7783,-84.3784,,
-84.3892,33.7846,875069,1100 Spring St NW+ Atlanta+ Georgia+ 30309,202584824,GREGORY AND ERICA LEWIS FAMILY FOUNDATION INC,% GREGORY S LEWIS,1100 SPRING STREET NW,ATLANTA,GA,30309-2846,0,3,3,1000,200506,1,4,0,1,1,201412,1,2,0,1,12,3040,19000,,T22,30309,2846,,33.7846,-84.3892,Private Independent Foundations,philanthropy
-84.3831,33.7865,875070,1170 Peachtree St NE+ Atlanta+ Georgia+ 30309,201874983,TRANSCAP FOUNDATION INC,% WILLIAM POWELL,1170 PEACHTREE STREET NE 12TH FLOOR,ATLANTA,GA,30309-7649,0,3,3,1000,201110,1,15,0,2,1,201412,0,0,2,0,12,0,0,0,E60,30309,7649,,33.7865,-84.3831,Health Support,healthcare
-84.3891,33.7947,875071,1440 Spring St NW+ Atlanta+ Georgia+ 30309,204337002,DOUG AND ROBYN ROSS FAMILYFOUNDATION INC,% DOUG ROSS,1440 SPRING ST NW,ATLANTA,GA,30309-2832,0,3,3,1000,200705,1,17,0,1,1,201406,6,6,1,0,6,1564360,1237810,506923,T20,30309,2832,,33.7947,-84.3891,Private Grantmaking Foundations,philanthropy
-84.3892,33.7846,875072,1100 Spring St NW+ Atlanta+ Georgia+ 30309,202897316,BRYAN AND AMY LEWIS FAMILY FOUNDATION INC,% BRYAN R LEWIS,1100 SPRING STREET NW,ATLANTA,GA,30309-2846,0,3,3,1000,200507,1,4,0,1,1,201412,1,2,0,1,12,2275,18000,,T22,30309,2846,,33.7846,-84.3892,Private Independent Foundations,philanthropy
-84.3827,33.7785,875073,872 Juniper St NE+ Atlanta+ Georgia+ 30309,205138461,GLOBAL COMMUNITY ASSISTANCE INC,% JANET MCCONNELL,1101 UNIT 408 JUNIPER STREET,ATLANTA,GA,30309-0000,0,3,3,1000,200703,1,15,0,1,1,201212,0,0,2,0,12,0,0,0,Q33,30309,0,,33.7785,-84.3827,International Relief,international
-84.3924,33.7999,875074,1690 Peachtree St NW+ Atlanta+ Georgia+ 30309,237174857,FREE & ACCEPTED MASONS OF GEORGIA,% TREASURER,1690 PEACHTREE ST NW,ATLANTA,GA,30309-2420,449,10,9,1000,194107,1,0,36279000,5,1,201412,0,0,2,0,12,0,0,0,,30309,2420,,33.7999,-84.3924,,
-84.384,33.7816,875075,999 Peachtree St NE+ Atlanta+ Georgia+ 30309,202614676,PRO BONO PARTNERSHIP OF ATLANTA INC,% RACHEL E SPEARS,999 PEACHTREE ST NE STE 2300,ATLANTA,GA,30309-4416,0,3,3,1200,200504,1,15,0,1,1,201412,5,4,1,0,12,623684,475291,473731,I80,30309,4416,,33.7816,-84.384,Legal Services,crime_and_legal
-84.3833,33.7839,875076,1075 Peachtree St NE+ Atlanta+ Georgia+ 30309,204002632,BIG KIDZ FOUNDATION INC,% CHERRY BEKAERT LLP,1075 PEACHTREE ST NE STE 2200,ATLANTA,GA,30309-3616,0,3,3,1000,201304,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,O50,30309,3616,,33.7839,-84.3833,Youth Development Programs,youth_dev
-84.3899,33.8167,875077,2288 Peachtree Rd NW+ Atlanta+ Georgia+ 30309,205409413,GENDER GAP FOUNDATION INC,% MICHELLE KENYON,2288 PEACHTREE RD NW UNIT 3,ATLANTA,GA,30309-1179,0,3,3,1000,200705,1,15,0,1,1,201412,3,3,2,0,12,25182,29922,26121,T99,30309,1179,,33.8167,-84.3899,Philanthropy,philanthropy
-84.3841,33.7805,875078,943 Peachtree St NE+ Atlanta+ Georgia+ 30309,202875046,PHYLISS ELENA PARKER FOUNDATION FOR THE ARTS,% MARY PARKER,943 PEACHTREE ST NE UNIT 904,ATLANTA,GA,30309-4449,0,3,3,1000,200604,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B82,30309,4449,,33.7805,-84.3841,Scholarships & Student Financial Aid,elementary_secondary_schools
-84.3924,33.7999,875079,1690 Peachtree St NW+ Atlanta+ Georgia+ 30309,237135652,KNIGHTS TEMPLAR OF THE UNITED STATES OF AMERICA,% MAJD SABOURA,1690 PEACHTREE ST NW,ATLANTA,GA,30309-2420,266,10,9,1000,196401,1,0,36279000,5,1,201506,0,0,2,0,6,0,0,0,,30309,2420,,33.7999,-84.3924,,
-84.3931,33.8032,875080,1800 Peachtree St NW+ Atlanta+ Georgia+ 30309,204903533,DRIVERS SAFETYNET INC,% JIM GRAY,1800 PEACHTREE ST NW STE 825,ATLANTA,GA,30309-2510,0,3,3,2000,201409,1,15,0,1,1,,0,0,2,0,12,,,,B99,30309,2510,,33.8032,-84.3931,Education NEC,elementary_secondary_schools
-84.3823,33.8,875081,1661 Doncaster Dr NE+ Atlanta+ Georgia+ 30309,208583326,VOTE HEALTHCARE ORG INC,% KATHIE G MCCLURE,1661 DONCASTER DR NE,ATLANTA,GA,30309-2605,0,3,3,2000,200807,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,E01,30309,2605,,33.8,-84.3823,Alliances & Advocacy,healthcare
-84.3924,33.7999,875082,1690 Peachtree St NW+ Atlanta+ Georgia+ 30309,206345660,SCOTTISH RITE VALLEY OF ATLANTA PRESERVATION TR,% LARRY HICKS TREASURER,1690 PEACHTREE ST NW,ATLANTA,GA,30309-2420,0,3,3,1200,200501,1,15,0,2,1,201412,0,0,2,0,12,0,0,0,A80,30309,2420,,33.7999,-84.3924,,
-84.3817,33.8039,875083,150 Little John Trl NE+ Atlanta+ Georgia+ 30309,203574169,INMAN MIDDLE SCHOOL TECHNOLOGY FOUNDATION INC,% WILLIAM JACOBSEN,150 LITTLE JOHN TRL NE,ATLANTA,GA,30309-2622,0,3,3,2100,200608,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B19,30309,2622,,33.8039,-84.3817,Support NEC,education
-84.3878,33.794,875084,1438 W Peachtree St NW+ Atlanta+ Georgia+ 30309,208429574,SOUTHERN COUNCIL OF STATE LIBRARY AGENCIES INC,% SHARMAN B SMITH,1438 W PEACHTREE ST NW STE 200,ATLANTA,GA,30309-2955,0,3,3,1000,200903,1,15,0,1,1,201406,3,2,2,0,6,87900,24084,24084,B70,30309,2955,,33.794,-84.3878,Libraries,elementary_secondary_schools
-84.3878,33.794,875085,1438 W Peachtree St NW+ Atlanta+ Georgia+ 30309,204588770,HBCU LIBRARY ALLIANCE INC,,1438 W PEACHTREE ST NW STE 200,ATLANTA,GA,30309-2955,0,3,3,1000,200706,1,3,0,1,1,201406,4,4,0,1,6,263604,162177,,B700,30309,2955,,33.794,-84.3878,,
-84.3797,33.7641,875086,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237184469,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,197203,2,0,927160150,5,1,201508,0,0,2,0,8,0,0,0,,30308,3374,,33.7641,-84.3797,,
-84.3934,33.8086,875087,2001 Peachtree Rd NE+ Atlanta+ Georgia+ 30309,205751844,PEACHTREE ORTHOPAEDIC CLINICFOUNDATION INC,% SHANICE DHEUREUX,2001 PEACHTREE RD NE STE 705,ATLANTA,GA,30309-1476,0,3,3,1200,200907,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,G50,30309,1476,,33.8086,-84.3934,Nerve,diseases
-84.3934,33.8086,875088,,205117312,KARMA YOUTH DEVELOPMENT INC,% RONNELL JONES,PO BOX 54167,ATLANTA,GA,30308-0167,0,3,3,1000,201408,1,15,0,1,1,,0,0,2,0,12,,,,O50,30308,167,,,,Youth Development Programs,youth_dev
-84.384,33.7816,875089,999 Peachtree St NE+ Atlanta+ Georgia+ 30309,204708212,DEVELOPMENT IN GARDENING,,999 PEACHTREE ST NE STE 2300,ATLANTA,GA,30309-4416,0,3,3,1000,200609,1,15,0,1,1,201412,4,4,1,0,12,105958,253676,253676,S20,30309,4416,,33.7816,-84.384,Community & Neighborhood Development,community_capacity_bldg
-84.3797,33.7641,875090,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237184488,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,197203,2,0,927160150,5,1,201504,0,0,2,0,4,0,0,0,,30308,3374,,33.7641,-84.3797,,
-84.3749,33.7725,875091,400 Ponce de Leon Ave NE+ Atlanta+ Georgia+ 30308,237256997,SHRINERS INTERNATIONAL,% YAARAB SHRINERS,400 PONCE DE LEON AVE NE,ATLANTA,GA,30308-2015,229,10,9,1000,197303,1,0,36000000,5,1,,2,3,2,0,12,,,,,30308,2015,,33.7725,-84.3749,,
-84.3797,33.7641,875092,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237184467,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,197203,2,0,927160150,5,1,201412,0,0,2,0,12,0,0,0,,30308,3374,,33.7641,-84.3797,,
-84.3797,33.7641,875093,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237184486,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,197203,2,0,927160150,5,1,201508,0,0,2,0,8,0,0,0,,30308,3374,,33.7641,-84.3797,,
-84.3876,33.7683,875094,1 Baltimore Pl NW+ Atlanta+ Georgia+ 30308,203489112,MC HEALTHCARE INC,% MOSE CARROLL,1 BALTIMORE PLACE NW STE A,ATLANTA,GA,30308-2116,0,3,2,2000,200611,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,E70,30308,2116,,33.7683,-84.3876,Public Health,healthcare
-84.3876,33.7683,875095,,203945420,ALPHA ATLANTA COMMUNITY DEVELOPMENTCORPORATION,% P ANDREW PATTERSON,PO BOX 54452,ATLANTA,GA,30308-0452,0,3,3,1000,200810,1,15,0,1,1,201212,0,0,2,0,12,0,0,0,L20,30308,452,,,,Housing Development,housing_shelter
-84.3876,33.7683,875096,,205918776,THE STEWART FOUNDATION INC,% HANK STEWART,PO BOX 54680,ATLANTA,GA,30308-0680,0,3,3,1000,201209,1,4,0,1,1,201312,0,0,0,1,12,0,0,0,T23,30308,680,,,,Private Operating Foundations,philanthropy
-84.3701,33.7755,875097,518 Saint Charles Ave NE+ Atlanta+ Georgia+ 30308,205393457,FRIENDS OF PIEDMONT PARK INC,% DOUGLAS ABRAMSON,518 SAINT CHARLES AVE NE,ATLANTA,GA,30308-1812,0,3,3,1000,200610,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,N32,30308,1812,,33.7755,-84.3701,Parks & Playgrounds,rec_sports
-84.3797,33.7641,875098,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237184487,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,198703,2,0,33160150,5,1,201412,0,0,2,0,12,0,0,0,,30308,3374,,33.7641,-84.3797,,
-84.3797,33.7641,875099,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,223951352,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,197203,2,0,33160150,5,1,201412,0,0,2,0,12,0,0,0,,30308,3374,,33.7641,-84.3797,,
-84.3749,33.7725,875100,400 Ponce de Leon Ave NE+ Atlanta+ Georgia+ 30308,237186256,SHRINERS INTERNATIONAL,% YAARAB SHRINERS,400 PONCE DE LEON AVE NE,ATLANTA,GA,30308-2015,229,10,9,1000,197212,1,0,36000000,5,1,,1,3,2,0,12,,,,,30308,2015,,33.7725,-84.3749,,
-84.3819,33.7687,875101,200 Renaissance Pkwy NE+ Atlanta+ Georgia+ 30308,201992092,ATLANTA GAY SPORTS ALLIANCE INCORPORATED,% STEVEN DONEY,200 RENAISSANCE PKWY NE APT 319,ATLANTA,GA,30308-2360,0,4,3,3000,200607,2,0,0,1,1,201412,0,0,2,0,12,0,0,0,N99,30308,2360,,33.7687,-84.3819,Recreation & Sports NEC,rec_sports
-84.3867,33.7633,875102,303 Peachtree St NE+ Atlanta+ Georgia+ 30308,208042671,MCKENNA LONG & ALDRIDGE FOUNDATION INC,% MCKENNA LONG & ALDRIDGE LLP,303 PEACHTREE ST NE STE 5300,ATLANTA,GA,30308-3265,0,3,3,1000,200711,1,4,0,1,1,201412,1,5,0,1,12,406,658495,,T22,30308,3265,,33.7633,-84.3867,Private Independent Foundations,philanthropy
-84.3843,33.7686,875103,85 Renaissance Pkwy NE+ Atlanta+ Georgia+ 30308,237128309,COMMUNITY FRIENDSHIP INC,,85 RENAISSANCE PKWY NE,ATLANTA,GA,30308-2311,0,3,3,1200,197109,1,15,59566160,1,1,201406,6,7,1,0,6,3562790,7011310,6408060,F320,30308,2311,,33.7686,-84.3843,,
-84.3797,33.7641,875104,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237184476,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,197203,2,0,927160150,5,1,201412,0,0,2,0,12,0,0,0,,30308,3374,,33.7641,-84.3797,,
-84.384,33.7622,875105,114 Baker St NE+ Atlanta+ Georgia+ 30308,237020866,PTA GEORGIA CONGRESS,% HUTCHINSON ES PTA,114 BAKER ST NE,ATLANTA,GA,30308-3333,1595,3,9,2000,196309,1,16,59035000,5,1,201406,0,0,2,0,6,0,0,0,,30308,3333,,33.7622,-84.384,,
-84.3867,33.7633,875106,303 Peachtree St NE+ Atlanta+ Georgia+ 30308,202944887,ATLANTA COMMUNITY SYMPHONY ORCHESTRA,% CRAIG M FRANKEL,303 PEACHTREE ST NE STE 4500,ATLANTA,GA,30308-3243,0,3,3,2000,200901,1,15,0,1,1,201506,0,0,2,0,6,0,0,0,A69,30308,3243,,33.7633,-84.3867,Symphony Orchestras,arts
-84.3797,33.7641,875107,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237128835,CITIZENS OF GEORGIA POWER EDUCATIONAL LOAN FUND INC,,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,0,3,3,1200,197112,1,16,59561000,1,1,201412,5,2,2,0,12,876316,17185,17185,B82Z,30308,3374,,33.7641,-84.3797,,
-84.3693,33.7796,875108,931 Monroe Dr NE+ Atlanta+ Georgia+ 30308,208838840,UNIVERSAL-MAAT ENTERPRISE INC,% BAHIYYA AMH-SHERE,931 MONROE DR NE STE A102,ATLANTA,GA,30308-1795,0,3,3,1000,200809,1,16,0,1,1,201312,1,0,2,0,12,1,0,0,B20,30308,1795,,33.7796,-84.3693,,
-84.3693,33.7796,875109,,205938142,PAUL & DEBBIE CHELKO FOUNDATION INC,% PAUL CHELKO,PO BOX 55107,ATLANTA,GA,30308-5107,0,3,3,1000,200702,1,16,0,1,1,201406,4,3,1,0,6,227226,70189,41024,A99,30308,5107,,,,Arts,historical
-84.383,33.7747,875110,727 Juniper St NE+ Atlanta+ Georgia+ 30308,237092822,R L C CORP,,727 JUNIPER STREET NE,ATLANTA,GA,30308-1343,0,3,3,3000,197507,1,16,153382000,1,1,201312,7,6,1,0,12,5281970,2270440,2246030,,30308,1343,,33.7747,-84.383,,
-84.3833,33.7839,875111,1075 Peachtree St NE+ Atlanta+ Georgia+ 30309,208284807,TOASTMASTERS INTERNATIONAL,% PWC,1075 PEACHTREE ST NE STE 2600,ATLANTA,GA,30309-3969,820,3,9,2000,194505,1,16,59319000,5,1,201412,0,0,2,0,12,0,0,0,,30309,3969,,33.7839,-84.3833,,
-84.3747,33.7677,875112,386 Pine St NE+ Atlanta+ Georgia+ 30308,205830622,THE INTOWN ACADEMY INC,% WILLIAM ARTERBERRY,386 PINE ST NE,ATLANTA,GA,30308-2532,0,3,3,2000,200709,1,11,0,1,1,201406,6,6,1,0,12,1454390,3733300,3733300,B29,30308,2532,,33.7677,-84.3747,Charter Schools,elementary_secondary_schools
-84.3749,33.7725,875113,400 Ponce de Leon Ave NE+ Atlanta+ Georgia+ 30308,237312995,SHRINERS INTERNATIONAL,% YAARAB SHRINERS,400 PONCE DE LEON AVE NE,ATLANTA,GA,30308-2015,229,10,9,1000,194011,1,0,36000000,5,1,,1,3,2,0,12,,,,,30308,2015,,33.7725,-84.3749,,
-84.3797,33.7641,875114,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237184477,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,197203,2,0,927160150,5,1,201412,0,0,2,0,12,0,0,0,,30308,3374,,33.7641,-84.3797,,
-84.3797,33.7641,875115,,203997838,LIFTING OUR VOICES FOR EQUAILITYINC,% EDSEL COLLINS,PO BOX 54985,ATLANTA,GA,30308-0985,0,3,3,2000,200809,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,R26,30308,985,,,,Lesbian and Gay Rights,civil_rights
-84.3797,33.7641,875116,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237184479,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,197203,2,0,927160150,5,1,201412,0,0,2,0,12,0,0,0,,30308,3374,,33.7641,-84.3797,,
-84.3894,33.7769,875117,75 5th St NW+ Atlanta+ Georgia+ 30308,204374198,GEORGIA HEALTH INFORMATION NETWORK,% DENISE HINES,75 5TH ST NW STE 600,ATLANTA,GA,30308-1054,0,3,3,1000,200610,1,15,0,1,1,201409,6,4,1,0,9,1066050,304932,304932,F05,30308,1054,,33.7769,-84.3894,Research Institutes & Public Policy Analysis,mentalhealth_crisisintervention
-84.3749,33.7725,875118,400 Ponce de Leon Ave NE+ Atlanta+ Georgia+ 30308,237256994,SHRINERS INTERNATIONAL,% YAARAB SHRINERS,400 PONCE DE LEON AVE NE,ATLANTA,GA,30308-2015,229,10,9,1000,197303,1,0,36000000,5,1,,2,3,2,0,12,,,,,30308,2015,,33.7725,-84.3749,,
-84.3797,33.7641,875119,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237184483,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,197203,2,0,927160150,5,1,201508,0,0,2,0,8,0,0,0,,30308,3374,,33.7641,-84.3797,,
-84.3893,33.7647,875120,55 Ivan Allen Jr Blvd NW+ Atlanta+ Georgia+ 30308,237119068,ALABAMA ALPHA MU FRATERNAL ASSOCIATION,% CHARLES SIMMONS,55 IVAN ALLEN JR BLVD,ATLANTA,GA,30308-3050,0,2,3,1000,197110,2,0,399000000,1,1,201506,6,4,1,0,6,1426530,202680,202680,,30308,3050,,33.7647,-84.3893,,
-84.383,33.7845,875121,1100 Peachtree St NE+ Atlanta+ Georgia+ 30309,203149328,ALICE AND NOAH N LANGDALE JR FOUNDATION INC,% EDOUARD LOUIS STELLING,1100 PEACHTREE ST NE STE 2860,ATLANTA,GA,30309-9916,0,3,3,1000,200510,1,4,0,1,1,201312,7,7,0,1,12,7375850,9966110,,T20,30309,9916,,33.7845,-84.383,Private Grantmaking Foundations,philanthropy
-84.3797,33.7641,875122,241 Ralph McGill Blvd NE+ Atlanta+ Georgia+ 30308,237184484,CITIZENS OF GEORGIA POWER COMPANY,% CHRIS DANDREA,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,2253,4,9,3000,197203,2,0,927160150,5,1,201508,0,0,2,0,8,0,0,0,,30308,3374,,33.7641,-84.3797,,
